,CCIParameters,CumulativeReturn,DailyWinRate,KLineSubType,MACDParameters,MaxDrawdown,Number of Orders,ProfitBeforeFee,SharpeRatio,Slippage,Symbol,Total Fee,slowKDParameters
0,"26,0.015,100,7",0.020267322629665685,0.6376811594202898,K_30M,"5,35,5",0.013827214295073165,18,520.0,0.7250575023914582,0.3669230769230769,HK.MHImain,190.79999999999998,"9,3,3"
