t,code,time_key,open,close,high,low,volume,turnover,pe_ratio,turnover_rate,last_close,holding,orderPlaced,index_ret,UpperBand,LowerBand,MiddleBand,diff,dea,macd,macdThreshold,macdScore,slowkdScore,slowk,slowd,tp,matp,mean_dev,CCI,CCIScore
31,HK.MHImain,2020-07-17 10:30:00,25185.0,25243.0,25248.0,25145.0,5430,136842405.0,0.0,0.0,25185.0,1,1.0,0.002302958109986042,25259.103382464986,25096.496617535013,25177.8,,,,0.0,0.0,0.0,77.97362044779656,72.60806899185332,25212.0,25124.692307692305,19.58777120315608,297.15033732756575,1.0
35,HK.MHImain,2020-07-17 11:30:00,25103.0,25096.0,25137.0,25080.0,3224,80955522.0,0.0,0.0,25104.0,0,-1.0,-0.00031867431485022024,25259.127742866935,25046.072257133063,25152.6,,,,0.0,0.0,0.0,36.45833333333335,51.476505711318815,25104.333333333332,25132.692307692305,18.90335305719852,-100.01391207567977,-1.0
39,HK.MHImain,2020-07-17 13:30:00,25121.0,25056.0,25127.0,25050.0,3435,86157150.0,0.0,0.0,25121.0,-1,-1.0,-0.002587476613192141,25147.18239689902,25047.21760310098,25097.2,-6.713351003283606,16.08039630625693,-45.58749461908107,0.0,0.0,0.0,24.537218733647325,28.984061573347308,25077.666666666668,25126.70512820512,21.585798816566378,-151.4528508771805,-1.0
46,HK.MHImain,2020-07-17 15:15:00,25105.0,25131.0,25145.0,25092.0,2137,53683572.0,0.0,0.0,25105.0,0,1.0,0.001035650268870647,25137.240998703626,25074.759001296374,25106.0,4.686045969152474,-3.4031012368103877,16.178294411925723,0.0,0.0,0.0,69.4805194805195,64.37567919049405,25122.666666666668,25115.769230769227,26.169625246547675,17.57109838208566,0.5
52,HK.MHImain,2020-07-17 17:30:00,25169.0,25187.0,25220.0,25169.0,898,22618279.0,0.0,0.0,25160.0,1,1.0,0.0010731319554848628,25206.153069425614,25076.64693057439,25141.4,33.733659234600054,20.44123604862801,26.58484637194409,13.79502445564199,0.0,0.0,73.00474408018323,69.18341320804045,25192.0,25123.384615384617,31.883629191322072,143.4704608722488,1.0
64,HK.MHImain,2020-07-17 20:30:00,25204.0,25197.0,25205.0,25190.0,467,11767368.0,0.0,0.0,25200.0,0,-1.0,-0.00011904761904757422,25204.563720429345,25177.036279570653,25190.8,41.89964627523295,41.50773373355893,0.7838250833480487,41.31177746272191,0.0,0.0,81.68654666377509,73.90425070483633,25197.333333333332,25143.820512820515,40.719921104536226,87.61120529586901,-0.5
68,HK.MHImain,2020-07-17 21:30:00,25198.0,25227.0,25232.0,25191.0,758,19115583.0,0.0,0.0,25196.0,1,1.0,0.0012303540244482658,25230.000000000568,25162.799999999435,25196.4,42.050142412874266,38.05338502713115,7.9935147714862325,41.31177746272191,0.0,0.0,63.101301641199825,49.15205143002118,25216.666666666668,25164.02564102564,28.73767258382675,122.1185083504942,1.0
73,HK.MHImain,2020-07-17 22:45:00,25127.0,25125.0,25138.0,25108.0,838,21053660.0,0.0,0.0,25128.0,0,-1.0,-0.00011938872970396197,25204.173243669844,25107.026756330153,25155.6,-6.874769577629195,11.352677224963726,-36.454893605185845,41.31177746272191,0.0,0.0,16.043054204395272,15.509865549153213,25123.666666666668,25172.602564102563,21.078895463511518,-154.77059355602032,-1.0
79,HK.MHImain,2020-07-18 00:15:00,25215.0,25221.0,25228.0,25210.0,377,9508389.0,0.0,0.0,25214.0,1,1.0,0.00027762354247640175,25239.460706612714,25131.33929338729,25185.4,27.960993028729717,13.601049012022305,28.719888033414826,41.31177746272191,0.0,0.0,74.5345809006334,54.01926098417956,25219.666666666668,25178.858974358976,17.869822485207177,152.2406181015415,1.0
86,HK.MHImain,2020-07-18 02:00:00,25188.0,25175.0,25197.0,25175.0,157,3954108.0,0.0,0.0,25187.0,0,-1.0,-0.000476436256799162,25217.296320054444,25171.103679945558,25194.2,14.170033240665362,22.019013237576413,-15.697959993822103,41.31177746272191,0.0,0.0,38.416181519629866,53.51281351780446,25182.333333333332,25185.410256410258,20.13609467455619,-10.187089822713807,-0.5
