t,code,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close,holding,orderPlaced,index_ret,ma5,ma10,ma20,ma60,diff,dea,macd,macdThreshold,macdScore,slowkdScore,slowk,slowd,tp,matp,mean_dev,CCI,CCIScore
10,HK.MHImain,2020-07-23 00:50:00,25100.0,25110.0,25112.0,25094.0,0.0,0.0,117,2936980.0,0.04382644726881549,25099.0,0,,0.0004382644726881324,25108.2,25116.4,,,,,,0.0,0.0,0.0,,,25105.333333333332,,,,
11,HK.MHImain,2020-07-23 00:55:00,25111.0,25088.0,25113.0,25086.0,0.0,0.0,106,2660113.0,-0.08761449621664676,25110.0,0,,-0.0008761449621664807,25101.8,25113.4,,,,,,0.0,0.0,0.0,,,25095.666666666668,,,,
12,HK.MHImain,2020-07-23 01:00:00,25088.0,25107.0,25108.0,25087.0,0.0,0.0,103,2585078.0,0.07573341836734694,25088.0,0,,0.0007573341836735192,25101.2,25112.3,,,,,,0.0,0.0,0.0,22.242134607726005,16.319153339122618,25100.666666666668,,,,
13,HK.MHImain,2020-07-23 01:05:00,25107.0,25096.0,25111.0,25086.0,0.0,0.0,82,2058086.0,-0.0438124825745808,25107.0,0,,-0.00043812482574578926,25100.0,25108.2,,,,,,0.0,0.0,0.0,18.775847808105876,17.964290455329884,25097.666666666668,,,,
14,HK.MHImain,2020-07-23 01:10:00,25098.0,25095.0,25100.0,25091.0,0.0,0.0,35,878310.0,-0.003984698756773987,25096.0,0,,-3.984698756775984e-05,25099.2,25104.4,,,,,,0.0,0.0,0.0,25.808687099009685,22.27555650494719,25095.333333333332,,,,
15,HK.MHImain,2020-07-23 01:15:00,25095.0,25103.0,25110.0,25095.0,0.0,0.0,75,1882801.0,0.03187886033074318,25095.0,0,,0.0003187886033073628,25097.8,25103.0,,,,,,0.0,0.0,0.0,31.185031185031182,25.256522030715583,25102.666666666668,,,,
16,HK.MHImain,2020-07-23 01:20:00,25103.0,25105.0,25106.0,25094.0,0.0,0.0,58,1455807.0,0.007967175238019361,25103.0,0,,7.967175238010604e-05,25101.2,25101.5,,,,,,0.0,0.0,0.0,48.23156489823157,35.07509439409081,25101.666666666668,,,,
17,HK.MHImain,2020-07-23 01:25:00,25105.0,25099.0,25108.0,25099.0,0.0,0.0,38,953931.0,-0.023899621589324835,25105.0,0,,-0.00023899621589329456,25099.6,25100.4,,,,,,0.0,0.0,0.0,56.17283950617284,45.19647852981186,25102.0,,,,
18,HK.MHImain,2020-07-23 01:30:00,25096.0,25106.0,25106.0,25090.0,0.0,0.0,41,1028993.0,0.027889557352882587,25099.0,0,,0.00027889557352889227,25101.6,25100.8,,,,,,0.0,0.0,0.0,64.19753086419753,56.200645089533985,25100.666666666668,,,,
19,HK.MHImain,2020-07-23 01:35:00,25102.0,25084.0,25102.0,25083.0,0.0,0.0,71,1781472.0,-0.08762845534931889,25106.0,0,,-0.0008762845534932007,25099.4,25099.3,25108.9,,,,,0.0,0.0,0.0,41.851851851851855,54.074074074074076,25089.666666666668,,,,
20,HK.MHImain,2020-07-23 01:40:00,25084.0,25090.0,25092.0,25084.0,0.0,0.0,45,1128928.0,0.023919630043055334,25084.0,0,,0.00023919630043045537,25096.8,25097.3,25106.85,,,,,0.0,0.0,0.0,34.135802469135804,46.7283950617284,25088.666666666668,,,,
21,HK.MHImain,2020-07-23 01:45:00,25091.0,25094.0,25094.0,25086.0,0.0,0.0,22,551999.0,0.015942606616181746,25090.0,0,,0.00015942606616192734,25094.6,25097.9,25105.65,,,,,0.0,0.0,0.0,22.53968253968254,32.8424456202234,25091.333333333332,,,,
22,HK.MHImain,2020-07-23 01:50:00,25090.0,25077.0,25090.0,25069.0,0.0,0.0,147,3686350.0,-0.06774527775563881,25094.0,0,,-0.0006774527775563755,25090.2,25094.9,25103.6,,,,,0.0,0.0,0.0,27.932636469221837,28.20270715934673,25078.666666666668,,,,
23,HK.MHImain,2020-07-23 01:55:00,25076.0,25068.0,25081.0,25061.0,0.0,0.0,68,1704804.0,-0.035889460461777725,25077.0,0,,-0.00035889460461779876,25082.6,25092.1,25100.15,,,,,0.0,0.0,0.0,24.361207897793268,24.944508968899218,25070.0,,,,
24,HK.MHImain,2020-07-23 02:00:00,25065.0,25035.0,25065.0,25033.0,0.0,0.0,208,5210293.0,-0.13164193393968407,25068.0,0,,-0.001316419339396857,25072.8,25086.1,25095.25,,,,,0.0,0.0,0.0,12.154858691444062,21.48290101948639,25044.333333333332,,,,
25,HK.MHImain,2020-07-23 02:05:00,25034.0,25055.0,25059.0,25032.0,0.0,0.0,124,3105993.0,0.07988815658078689,25035.0,0,,0.000798881565807763,25065.8,25081.3,25092.15,,,,,0.0,0.0,0.0,15.73851294903927,17.418193179425536,25048.666666666668,25100.692307692312,15.99999999999986,-216.7735042735198,
26,HK.MHImain,2020-07-23 02:10:00,25056.0,25047.0,25056.0,25043.0,0.0,0.0,52,1302598.0,-0.03192975454001197,25055.0,0,,-0.00031929754540016564,25056.4,25075.5,25088.5,,,,,0.0,0.0,0.0,17.733364943891264,15.208912194791536,25048.666666666668,25097.34615384616,17.11242603550174,-189.64576609807992,0.0
27,HK.MHImain,2020-07-23 02:15:00,25038.0,25048.0,25052.0,25033.0,0.0,0.0,46,1152019.0,0.003992494111071186,25047.0,0,,3.9924941110713874e-05,25050.6,25070.4,25085.4,,,,,0.0,0.0,0.0,24.463523674049995,19.311800522326845,25044.333333333332,25094.34615384616,18.829388560156215,-177.07362209539775,0.0
28,HK.MHImain,2020-07-23 02:20:00,25048.0,25056.0,25056.0,25044.0,0.0,0.0,49,1227391.0,0.031938677738741615,25048.0,0,,0.0003193867773874093,25048.2,25065.4,25083.1,,,,,0.0,0.0,0.0,27.279030182255994,23.158639600065754,25052.0,25091.769230769234,20.104536489151332,-131.87481605024524,0.0
29,HK.MHImain,2020-07-23 02:25:00,25059.0,25048.0,25062.0,25047.0,0.0,0.0,64,1603463.0,-0.031928480204342274,25056.0,0,,-0.00031928480204346243,25050.8,25061.8,25080.55,,,,,0.0,0.0,0.0,29.124423963133648,26.95565927314655,25052.333333333332,25088.62820512821,20.77120315581683,-116.4909948406601,0.0
30,HK.MHImain,2020-07-23 02:30:00,25044.0,25045.0,25045.0,25035.0,0.0,0.0,54,1352158.0,-0.011977004152028105,25048.0,0,,-0.00011977004152030624,25048.8,25057.3,25077.3,,,,,0.0,0.0,0.0,28.97664071190212,28.46003161909726,25041.666666666668,25084.974358974367,21.854043392502856,-132.11191335743288,0.0
