,CCIParameters,CumulativeReturn,DailyWinRate,KLineSubType,MACDParameters,MaxDrawdown,Number of Orders,ProfitBeforeFee,SharpeRatio,Slippage,Symbol,Total Fee,slowKDParameters
0,"26,0.015,100,7",0.01350664190065709,0.5686274509803921,K_5M,"5,35,5",0.002630208018196023,11,25533.0,2.5994764049225636,0.004566639251165159,HK.MHImain,116.6,"9,3,3"
