t,code,time_key,open,close,high,low,volume,turnover,pe_ratio,turnover_rate,last_close,holding,orderPlaced,index_ret,UpperBand,LowerBand,MiddleBand,diff,dea,macd,macdThreshold,macdScore,slowkdScore,slowk,slowd,tp,matp,mean_dev,CCI,CCIScore
0,HK.MHImain,2020-07-16 20:30:00,25048.0,25036.0,25063.0,25029.0,743,18608878.0,0.0,0.0,25049.0,0,,,,,,,,,0.0,,0.0,,,25042.666666666668,,,,0.0
1,HK.MHImain,2020-07-16 20:45:00,25036.0,25005.0,25053.0,24985.0,1014,25362024.0,0.0,0.0,25036.0,0,,-0.0012382169675666521,,,,,,,,,,,,25014.333333333332,,,,
2,HK.MHImain,2020-07-16 21:00:00,25005.0,25001.0,25022.0,24999.0,557,13930386.0,0.0,0.0,25005.0,0,,-0.00015996800639872522,,,,,,,,,,,,25007.333333333332,,,,
3,HK.MHImain,2020-07-16 21:15:00,24998.0,25021.0,25057.0,24996.0,750,18773857.0,0.0,0.0,25001.0,0,,0.0007999680012800159,,,,,,,,,,,,25024.666666666668,,,,
4,HK.MHImain,2020-07-16 21:30:00,25020.0,25012.0,25025.0,25003.0,323,8079665.0,0.0,0.0,25021.0,0,,-0.0003596978538028539,25040.011997119476,24989.988002880524,25015.0,,,,0.0,0.0,0.0,,,25013.333333333332,,,,
5,HK.MHImain,2020-07-16 21:45:00,25008.0,25054.0,25054.0,24985.0,1633,40860098.0,0.0,0.0,25012.0,0,,0.0016791939868863182,25056.51780584671,24980.682194153287,25018.6,,,,0.0,0.0,0.0,,,25031.0,,,,
6,HK.MHImain,2020-07-16 22:00:00,25054.0,25065.0,25097.0,25043.0,1682,42174273.0,0.0,0.0,25054.0,0,,0.0004390516484393814,25079.95747157548,24981.24252842452,25030.6,,,,0.0,0.0,0.0,,,25068.333333333332,,,,
7,HK.MHImain,2020-07-16 22:15:00,25063.0,25068.0,25083.0,25032.0,1251,31342139.0,0.0,0.0,25065.0,0,,0.00011968880909640767,25090.216880033164,24997.783119966836,25044.0,,,,0.0,0.0,0.0,,,25061.0,,,,
8,HK.MHImain,2020-07-16 22:30:00,25064.0,25122.0,25127.0,25050.0,1776,44573007.0,0.0,0.0,25068.0,0,,0.0021541407371947763,25134.5408842719,24993.8591157281,25064.2,,,,0.0,0.0,0.0,,,25099.666666666668,,,,
9,HK.MHImain,2020-07-16 22:45:00,25123.0,25138.0,25154.0,25111.0,1262,31719295.0,0.0,0.0,25122.0,0,,0.0006368919671999596,25157.11233270268,25021.687667297323,25089.4,,,,0.0,0.0,0.0,,,25134.333333333332,,,,
10,HK.MHImain,2020-07-16 23:00:00,25139.0,25132.0,25168.0,25121.0,1602,40286953.0,0.0,0.0,25138.0,0,,-0.00023868247275038446,25168.724406628786,25041.275593371214,25105.0,,,,0.0,0.0,0.0,,,25140.333333333332,,,,
11,HK.MHImain,2020-07-16 23:15:00,25129.0,25142.0,25146.0,25109.0,1055,26510235.0,0.0,0.0,25132.0,0,,0.00039789909278997726,25174.505082937343,25066.29491706266,25120.4,,,,0.0,0.0,0.0,,,25132.333333333332,,,,
12,HK.MHImain,2020-07-16 23:30:00,25142.0,25143.0,25160.0,25122.0,757,19032499.0,0.0,0.0,25142.0,0,,3.9774083207433364e-05,25150.871263673558,25119.928736326445,25135.4,,,,0.0,0.0,0.0,84.1530054644809,86.27234064688554,25141.666666666668,,,,
