t,code,time_key,open,close,high,low,volume,turnover,pe_ratio,turnover_rate,last_close,holding,orderPlaced,index_ret,ma5,ma10,ma20,ma60,diff,dea,macd,macdThreshold,macdScore,slowkdScore,slowk,slowd,tp,matp,mean_dev,CCI,CCIScore
0,HK.01044,2020-07-14 11:55:00,62.85,62.7,62.85,62.7,17500,1098650.0,0.0,0.0,62.85,0,,,,,,,,,,0.0,,0.0,,,62.75,,,,0.0
1,HK.01044,2020-07-14 12:00:00,62.7,62.65,62.7,62.65,8500,532800.0,0.0,0.0,62.7,0,,-0.0007974481658692412,,,,,,,,,,,,,62.666666666666664,,,,
2,HK.01044,2020-07-14 13:05:00,62.65,62.55,63.2,62.35,202500,12679025.0,0.0,0.0,62.65,0,,-0.0015961691939345712,,,,,,,,,,,,,62.699999999999996,,,,
3,HK.01044,2020-07-14 13:10:00,62.6,62.55,62.8,62.55,52500,3289775.0,0.0,0.0,62.55,0,,0.0,,,,,,,,,,,,,62.633333333333326,,,,
4,HK.01044,2020-07-14 13:15:00,62.55,62.55,62.65,62.5,34500,2157900.0,0.0,0.0,62.55,0,,0.0,62.6,,,,,,,0.0,0.0,0.0,,,62.56666666666666,,,,
5,HK.01044,2020-07-14 13:20:00,62.55,62.65,62.8,62.4,83000,5193875.0,0.0,0.0,62.55,0,,0.0015987210231813709,62.589999999999996,,,,,,,0.0,0.0,0.0,,,62.61666666666667,,,,
6,HK.01044,2020-07-14 13:25:00,62.6,62.55,62.75,62.55,14000,876900.0,0.0,0.0,62.65,0,,-0.0015961691939345712,62.56999999999999,,,,,,,0.0,0.0,0.0,,,62.61666666666667,,,,
7,HK.01044,2020-07-14 13:30:00,62.55,62.75,62.85,62.5,64000,4012175.0,0.0,0.0,62.55,0,,0.003197442046362964,62.60999999999999,,,,,,,0.0,0.0,0.0,,,62.699999999999996,,,,
8,HK.01044,2020-07-14 13:35:00,62.75,62.7,62.75,62.7,6000,376475.0,0.0,0.0,62.75,0,,-0.0007968127490038945,62.639999999999986,,,,,,,0.0,0.0,0.0,,,62.71666666666667,,,,
9,HK.01044,2020-07-14 13:40:00,62.7,62.8,62.8,62.65,32500,2037525.0,0.0,0.0,62.7,0,,0.0015948963317382603,62.68999999999998,62.644999999999996,,,,,,0.0,0.0,0.0,,,62.75,,,,
10,HK.01044,2020-07-14 13:45:00,62.85,62.7,62.85,62.7,12000,753550.0,0.0,0.0,62.8,0,,-0.0015923566878980333,62.69999999999999,62.644999999999996,,,,,,0.0,0.0,0.0,,,62.75,,,,
11,HK.01044,2020-07-14 13:50:00,62.75,62.95,62.95,62.65,48500,3043700.0,0.0,0.0,62.7,0,,0.003987240829345984,62.77999999999999,62.675,,,,,,0.0,0.0,0.0,,,62.85,,,,
12,HK.01044,2020-07-14 13:55:00,62.9,62.55,62.95,62.55,31500,1974625.0,0.0,0.0,62.95,0,,-0.006354249404289192,62.73999999999999,62.675,,,,,,0.0,0.0,0.0,56.14973262032073,55.317884729649286,62.68333333333334,,,,
13,HK.01044,2020-07-14 14:00:00,62.6,62.65,62.7,62.6,29000,1816950.0,0.0,0.0,62.55,0,,0.0015987210231813709,62.72999999999998,62.685,,,,,,0.0,0.0,0.0,57.5757575757573,59.477124183006346,62.65,,,,
