t,code,time_key,open,close,high,low,volume,turnover,pe_ratio,turnover_rate,last_close,holding,orderPlaced,index_ret,ma5,ma10,ma20,ma60,diff,dea,macd,macdThreshold,macdScore,slowkdScore,slowk,slowd,tp,matp,mean_dev,CCI,CCIScore
0,HK.00001,2020-07-14 11:55:00,51.05,51.1,51.1,51.05,45000,2298875.0,0.0,0.0,51.1,0,,,,,,,,,,0.0,,0.0,,,51.083333333333336,,,,0.0
1,HK.00001,2020-07-14 12:00:00,51.15,51.1,51.15,51.1,90000,4599225.0,0.0,0.0,51.1,0,,0.0,,,,,,,,,,,,,51.11666666666667,,,,
2,HK.00001,2020-07-14 13:05:00,51.1,51.15,51.25,51.05,224000,11461225.0,0.0,0.0,51.1,0,,0.0009784735812132794,,,,,,,,,,,,,51.15,,,,
3,HK.00001,2020-07-14 13:10:00,51.15,51.15,51.2,51.1,110500,5651275.0,0.0,0.0,51.15,0,,0.0,,,,,,,,,,,,,51.15,,,,
4,HK.00001,2020-07-14 13:15:00,51.1,51.0,51.1,51.0,127000,6486800.0,0.0,0.0,51.15,0,,-0.0029325513196480912,51.1,,,,,,,0.0,0.0,0.0,,,51.03333333333333,,,,
5,HK.00001,2020-07-14 13:20:00,51.05,51.05,51.1,51.05,35000,1786850.0,0.0,0.0,51.0,0,,0.0009803921568627416,51.089999999999996,,,,,,,0.0,0.0,0.0,,,51.06666666666666,,,,
6,HK.00001,2020-07-14 13:25:00,51.05,51.25,51.25,51.05,100000,5113450.0,0.0,0.0,51.05,0,,0.003917727717923647,51.12,,,,,,,0.0,0.0,0.0,,,51.18333333333334,,,,
7,HK.00001,2020-07-14 13:30:00,51.2,51.35,51.35,51.2,69000,3536950.0,0.0,0.0,51.25,0,,0.0019512195121951237,51.16,,,,,,,0.0,0.0,0.0,,,51.300000000000004,,,,
8,HK.00001,2020-07-14 13:35:00,51.35,51.4,51.4,51.3,206500,10606800.0,0.0,0.0,51.35,0,,0.0009737098344693162,51.209999999999994,,,,,,,0.0,0.0,0.0,,,51.36666666666667,,,,
9,HK.00001,2020-07-14 13:40:00,51.3,51.35,51.4,51.3,48000,2464625.0,0.0,0.0,51.4,0,,-0.0009727626459143934,51.279999999999994,51.190000000000005,,,,,,0.0,0.0,0.0,,,51.35,,,,
10,HK.00001,2020-07-14 13:45:00,51.3,51.3,51.35,51.2,186500,9564825.0,0.0,0.0,51.35,0,,-0.0009737098344694273,51.33,51.21,,,,,,0.0,0.0,0.0,,,51.28333333333334,,,,
11,HK.00001,2020-07-14 13:50:00,51.3,51.25,51.3,51.25,45000,2307875.0,0.0,0.0,51.3,0,,-0.0009746588693956282,51.33,51.225,,,,,,0.0,0.0,0.0,,,51.26666666666667,,,,
12,HK.00001,2020-07-14 13:55:00,51.3,51.3,51.3,51.2,79500,4075000.0,0.0,0.0,51.25,0,,0.0009756097560975618,51.31999999999999,51.239999999999995,,,,,,0.0,0.0,0.0,70.8333333333331,77.77777777777776,51.26666666666667,,,,
13,HK.00001,2020-07-14 14:00:00,51.3,51.5,51.5,51.25,171500,8810725.0,0.0,0.0,51.3,0,,0.003898635477582957,51.33999999999999,51.275,,,,,,0.0,0.0,0.0,79.16666666666659,74.99999999999993,51.416666666666664,,,,
