t,code,time_key,open,close,high,low,volume,turnover,pe_ratio,turnover_rate,last_close,holding,orderPlaced,index_ret,ma5,ma10,ma20,ma60,diff,dea,macd,macdThreshold,macdScore,slowkdScore,slowk,slowd,tp,matp,mean_dev,CCI,CCIScore
0,HK.01299,2020-07-14 11:55:00,73.5,73.5,73.55,73.45,59800,4395360.0,0.0,0.0,73.55,0,,,,,,,,,,0.0,,0.0,,,73.5,,,,0.0
1,HK.01299,2020-07-14 12:00:00,73.5,73.5,73.55,73.35,195000,14323660.0,0.0,0.0,73.5,0,,0.0,,,,,,,,,,,,,73.46666666666667,,,,
2,HK.01299,2020-07-14 13:05:00,73.5,73.55,73.65,73.4,1077000,79191610.0,0.0,0.0,73.5,0,,0.0006802721088434716,,,,,,,,,,,,,73.53333333333333,,,,
3,HK.01299,2020-07-14 13:10:00,73.55,73.65,73.65,73.4,309800,22778050.0,0.0,0.0,73.55,0,,0.0013596193065943396,,,,,,,,,,,,,73.56666666666668,,,,
4,HK.01299,2020-07-14 13:15:00,73.65,73.35,73.65,73.35,286200,21023100.0,0.0,0.0,73.65,0,,-0.00407331975560099,73.51000000000002,,,,,,,0.0,0.0,0.0,,,73.45,,,,
5,HK.01299,2020-07-14 13:20:00,73.35,73.55,73.55,73.3,185200,13598130.0,0.0,0.0,73.35,0,,0.0027266530334015826,73.52000000000001,,,,,,,0.0,0.0,0.0,,,73.46666666666665,,,,
6,HK.01299,2020-07-14 13:25:00,73.5,73.55,73.65,73.5,125000,9196410.0,0.0,0.0,73.55,0,,0.0,73.53000000000002,,,,,,,0.0,0.0,0.0,,,73.56666666666666,,,,
7,HK.01299,2020-07-14 13:30:00,73.5,73.6,73.6,73.5,141200,10383310.0,0.0,0.0,73.55,0,,0.0006798096532969478,73.54,,,,,,,0.0,0.0,0.0,,,73.56666666666666,,,,
8,HK.01299,2020-07-14 13:35:00,73.65,73.65,73.7,73.6,102400,7541630.0,0.0,0.0,73.6,0,,0.00067934782608714,73.54,,,,,,,0.0,0.0,0.0,,,73.65,,,,
9,HK.01299,2020-07-14 13:40:00,73.65,73.65,73.7,73.55,86600,6376150.0,0.0,0.0,73.65,0,,0.0,73.6,73.555,,,,,,0.0,0.0,0.0,,,73.63333333333334,,,,
10,HK.01299,2020-07-14 13:45:00,73.6,73.45,73.65,73.45,92800,6824110.0,0.0,0.0,73.65,0,,-0.0027155465037339566,73.58,73.55000000000001,,,,,,0.0,0.0,0.0,,,73.51666666666667,,,,
11,HK.01299,2020-07-14 13:50:00,73.45,73.5,73.55,73.4,281400,20685630.0,0.0,0.0,73.45,0,,0.000680735194009463,73.57,73.55000000000001,,,,,,0.0,0.0,0.0,,,73.48333333333333,,,,
12,HK.01299,2020-07-14 13:55:00,73.5,73.4,73.5,73.35,210200,15433700.0,0.0,0.0,73.5,0,,-0.0013605442176869431,73.53,73.53500000000001,,,,,,0.0,0.0,0.0,37.50000000000089,55.555555555556346,73.41666666666667,,,,
13,HK.01299,2020-07-14 14:00:00,73.4,73.45,73.55,73.35,127600,9372430.0,0.0,0.0,73.4,0,,0.0006811989100816707,73.49,73.51500000000001,,,,,,0.0,0.0,0.0,37.50000000000089,44.44444444444523,73.45,,,,
14,HK.01299,2020-07-14 14:05:00,73.5,73.5,73.6,73.45,273600,20109760.0,0.0,0.0,73.45,0,,0.000680735194009463,73.46,73.53000000000002,,,,,,0.0,0.0,0.0,35.1190476190487,36.706349206350154,73.51666666666667,,,,
15,HK.01299,2020-07-14 14:10:00,73.5,73.5,73.55,73.45,339600,24962700.0,0.0,0.0,73.5,0,,0.0,73.47,73.52500000000002,,,,,,0.0,0.0,0.0,41.07142857142926,37.89682539682628,73.5,,,,
16,HK.01299,2020-07-14 14:15:00,73.55,73.6,73.7,73.55,213200,15699240.0,0.0,0.0,73.5,0,,0.0013605442176869431,73.48999999999998,73.53000000000003,,,,,,0.0,0.0,0.0,52.38095238095219,42.85714285714338,73.61666666666667,,,,
17,HK.01299,2020-07-14 14:20:00,73.6,73.55,73.7,73.5,99800,7345300.0,0.0,0.0,73.6,0,,-0.0006793478260869179,73.52,73.52500000000002,,,,,,0.0,0.0,0.0,57.14285714285657,50.198412698412675,73.58333333333333,,,,
18,HK.01299,2020-07-14 14:25:00,73.55,73.7,73.7,73.45,274400,20187130.0,0.0,0.0,73.55,0,,0.0020394289598912874,73.57,73.53000000000003,,,,,,0.0,0.0,0.0,76.19047619047542,61.90476190476139,73.61666666666667,,,,
19,HK.01299,2020-07-14 14:30:00,73.75,73.75,73.8,73.65,70800,5221990.0,0.0,0.0,73.7,0,,0.0006784260515604323,73.61999999999999,73.54000000000003,73.5475,,,,,0.0,0.0,0.0,82.01058201058207,71.78130511463803,73.73333333333333,,,,
20,HK.01299,2020-07-14 14:35:00,73.75,73.75,73.8,73.65,89200,6577580.0,0.0,0.0,73.75,0,,0.0,73.66999999999999,73.57000000000002,73.56,,,,,0.0,0.0,0.0,92.59259259259306,83.59788359788352,73.73333333333333,,,,
21,HK.01299,2020-07-14 14:40:00,73.7,73.55,73.75,73.55,203400,14978410.0,0.0,0.0,73.75,0,,-0.0027118644067797293,73.66,73.57500000000002,73.5625,,,,,0.0,0.0,0.0,74.07407407407466,82.89241622574993,73.61666666666667,,,,
22,HK.01299,2020-07-14 14:45:00,73.6,73.65,73.65,73.55,337600,24846360.0,0.0,0.0,73.55,0,,0.0013596193065943396,73.67999999999999,73.60000000000002,73.56750000000001,,,,,0.0,0.0,0.0,63.492063492064425,76.71957671957738,73.61666666666667,,,,
23,HK.01299,2020-07-14 14:50:00,73.65,73.6,73.7,73.5,144600,10645820.0,0.0,0.0,73.65,0,,-0.0006788866259336279,73.66,73.61500000000002,73.565,,,,,0.0,0.0,0.0,48.148148148148266,61.904761904762445,73.60000000000001,,,,
24,HK.01299,2020-07-14 14:55:00,73.6,73.65,73.65,73.5,206600,15207100.0,0.0,0.0,73.6,0,,0.00067934782608714,73.63999999999999,73.63000000000002,73.58000000000001,,,,,0.0,0.0,0.0,52.380952380952955,54.673721340388546,73.60000000000001,,,,
25,HK.01299,2020-07-14 15:00:00,73.65,73.6,73.7,73.55,142800,10510630.0,0.0,0.0,73.65,0,,-0.0006788866259336279,73.60999999999999,73.64000000000001,73.58250000000001,,,,,0.0,0.0,0.0,47.619047619047045,49.38271604938276,73.61666666666667,73.56217948717948,0.06799802761341639,53.42035291275222,
26,HK.01299,2020-07-14 15:05:00,73.65,73.6,73.7,73.55,128400,9451720.0,0.0,0.0,73.6,0,,0.0,73.61999999999998,73.64000000000001,73.58500000000001,,,,,0.0,0.0,0.0,47.619047619047045,49.20634920634902,73.61666666666667,73.56666666666666,0.06666666666667052,50.00000000000847,0.0
27,HK.01299,2020-07-14 15:10:00,73.6,73.65,73.7,73.6,128600,9469250.0,0.0,0.0,73.6,0,,0.00067934782608714,73.61999999999998,73.65000000000002,73.5875,,,,,0.0,0.0,0.0,45.23809523809488,46.825396825396325,73.65,73.57371794871794,0.06548323471400753,77.6606425702897,0.0
28,HK.01299,2020-07-14 15:15:00,73.65,73.65,73.65,73.55,178400,13132750.0,0.0,0.0,73.65,0,,0.0,73.62999999999997,73.64500000000001,73.5875,,,,,0.0,0.0,0.0,47.61904761904864,46.82539682539686,73.61666666666667,73.57692307692308,0.06508875739645248,40.70707070707338,0.0
