t,code,time_key,open,close,high,low,volume,turnover,pe_ratio,turnover_rate,last_close,holding,orderPlaced,index_ret,ma5,ma10,ma20,ma60,diff,dea,macd,macdThreshold,macdScore,slowkdScore,slowk,slowd,tp,matp,mean_dev,CCI,CCIScore
0,HK.00003,2020-07-14 11:55:00,11.44,11.46,11.46,11.44,89000,1018840.0,0.0,0.0,11.46,0,,,,,,,,,,0.0,,0.0,,,11.453333333333333,,,,0.0
1,HK.00003,2020-07-14 12:00:00,11.46,11.44,11.46,11.44,86000,984660.0,0.0,0.0,11.46,0,,-0.0017452006980803736,,,,,,,,,,,,,11.446666666666665,,,,
2,HK.00003,2020-07-14 13:05:00,11.44,11.42,11.46,11.42,523000,5978740.0,0.0,0.0,11.44,0,,-0.0017482517482516613,,,,,,,,,,,,,11.433333333333335,,,,
3,HK.00003,2020-07-14 13:10:00,11.42,11.44,11.44,11.42,323000,3691260.0,0.0,0.0,11.42,0,,0.0017513134851137035,,,,,,,,,,,,,11.433333333333332,,,,
4,HK.00003,2020-07-14 13:15:00,11.42,11.42,11.44,11.42,176000,2010020.0,0.0,0.0,11.44,0,,-0.0017482517482516613,11.436,,,,,,,0.0,0.0,0.0,,,11.426666666666668,,,,
5,HK.00003,2020-07-14 13:20:00,11.44,11.44,11.44,11.42,724000,8279240.0,0.0,0.0,11.42,0,,0.0017513134851137035,11.431999999999999,,,,,,,0.0,0.0,0.0,,,11.433333333333332,,,,
6,HK.00003,2020-07-14 13:25:00,11.44,11.42,11.44,11.4,392000,4476880.0,0.0,0.0,11.44,0,,-0.0017482517482516613,11.428,,,,,,,0.0,0.0,0.0,,,11.42,,,,
7,HK.00003,2020-07-14 13:30:00,11.42,11.42,11.44,11.42,232000,2649980.0,0.0,0.0,11.42,0,,0.0,11.428,,,,,,,0.0,0.0,0.0,,,11.426666666666668,,,,
8,HK.00003,2020-07-14 13:35:00,11.42,11.42,11.44,11.4,563000,6429480.0,0.0,0.0,11.42,0,,0.0,11.424000000000001,,,,,,,0.0,0.0,0.0,,,11.42,,,,
9,HK.00003,2020-07-14 13:40:00,11.42,11.42,11.44,11.42,168000,1919080.0,0.0,0.0,11.42,0,,0.0,11.424000000000001,11.430000000000001,,,,,,0.0,0.0,0.0,,,11.426666666666668,,,,
10,HK.00003,2020-07-14 13:45:00,11.42,11.42,11.44,11.42,113000,1290920.0,0.0,0.0,11.42,0,,0.0,11.420000000000002,11.426,,,,,,0.0,0.0,0.0,,,11.426666666666668,,,,
