t,code,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close,holding,orderPlaced,index_ret,ma5,ma10,ma20,ma60,diff,dea,macd,macdThreshold,macdScore,slowkdScore,slowk,slowd,tp,matp,mean_dev,CCI,CCIScore
20,HK.01928,2019-07-02,37.81,39.11,39.51,37.76,22.069,0.00328,26540322,1056113450.0,7.563256325632563,36.36,1,1.0,0.07563256325632572,36.50999999999999,36.29,35.4675,,,,,0.0,0.0,0.0,77.78205621871386,59.260685406237904,38.79333333333333,35.42,1.029333333333333,218.48013816925706,1.0
20,HK.00019,2019-07-02,96.6,93.65,96.6,93.5,6.14,0.00181,1635422,158896675.0,0.6989247311828017,93.0,1,1.0,0.00698924731182804,92.95,92.96499999999997,92.7125,,,,,0.0,0.0,0.0,48.10998964224772,51.228767761025786,94.58333333333333,92.73083333333334,1.049416666666667,117.68442785674527,1.0
20,HK.00288,2019-07-02,7.985,7.975,8.085,7.785,16.481,0.008,117735055,972173755.0,4.865220249835624,7.605,1,1.0,0.04865220249835622,7.713000000000003,7.648999999999999,7.332999999999998,,,,,0.0,0.0,0.0,65.97973371038056,60.74132202191587,7.948333333333334,7.333500000000001,0.32416666666666655,126.44387317909174,1.0
20,HK.01038,2019-07-02,62.04,62.29,62.29,61.64,15.64,0.00075,1998842,129070691.0,1.7145656433703416,61.24,1,1.0,0.01714565643370336,61.70000000000001,61.604999999999976,60.98749999999999,,,,,0.0,0.0,0.0,74.65051258154706,75.59283421352383,62.07333333333333,60.850833333333334,0.7631666666666661,106.79187595544857,1.0
20,HK.00005,2019-07-02,63.78377,63.78377,64.23377,63.68377,13.247,0.00086,17757714,1163709125.0,0.8697884057838038,63.23377,1,1.0,0.008697884057838001,63.12377000000002,63.11877,62.93877000000001,,,,,0.0,0.0,0.0,70.80645161290302,56.679467485918984,63.90043666666667,62.93543666666665,0.4551666666666634,141.34016843647478,1.0
20,HK.00386,2019-07-02,4.98757,4.99757,5.05757,4.97757,9.206,0.00397,101169082,542459426.0,0.6039170056989506,4.96757,1,1.0,0.006039170056989507,4.977570000000001,4.946569999999999,4.87107,,,,,0.0,0.0,0.0,79.48051948051939,80.59904059904055,5.010903333333333,4.8692366666666675,0.0873333333333333,108.14249363867616,1.0
20,HK.02628,2019-07-02,19.06046,19.20046,19.50046,19.00046,44.943,0.00906,67425430,1354185867.0,4.121372243425587,18.44046,1,1.0,0.04121372243425592,18.508459999999996,18.356460000000006,17.784149499999995,,,,,0.0,0.0,0.0,81.46122312788987,76.87475800502631,19.233793333333335,17.79281616666667,0.6015461166666671,159.69705693848985,1.0
20,HK.00883,2019-07-02,12.72,12.84,12.94,12.66,10.126,0.00107,47744674,649295239.0,2.0667726550079477,12.58,1,1.0,0.020667726550079424,12.615999999999996,12.48,12.064000000000002,,,,,0.0,0.0,0.0,92.2114764667957,90.4574027360576,12.813333333333333,12.049666666666665,0.4246333333333334,119.89428788235611,1.0
20,HK.00700,2019-07-02,366.6,361.2,366.6,359.0,38.131,0.00236,22510870,8168546498.0,2.7888446215139475,351.4,1,1.0,0.027888446215139417,352.04,349.9599999999999,341.4,,,,,0.0,0.0,0.0,81.85976568148523,79.03257831848113,362.26666666666665,341.05333333333334,9.326666666666668,151.63211817965194,1.0
20,HK.00006,2019-07-02,54.60001,54.60001,54.60001,53.75001,16.033,0.00342,7290563,417168398.0,2.247190590413739,53.40001,1,1.0,0.02247190590413739,53.81001000000001,53.88000999999999,53.28251,,,,,0.0,0.0,0.0,66.2111801242236,58.30227743271224,54.316676666666666,53.14584333333333,0.6933333333333334,112.5801282051283,1.0
20,HK.00017,2019-07-02,47.72,47.88,48.04,47.4,5.333,0.00212,21650027,269897517.0,2.220324508966693,46.84,1,1.0,0.02220324508966698,47.144,47.07200000000001,46.035999999999994,,,,,0.0,0.0,0.0,75.52700922266153,73.55905220219891,47.77333333333333,45.962666666666664,1.1839999999999993,101.9519519519522,1.0
20,HK.01177,2019-07-02,5.3866938,5.5000277,5.5533613,5.3266935,10.048,0.00503,63309249,525939257.0,4.035308800682666,5.2866933,1,1.0,0.040353088006826576,5.33602688,5.205359560000001,4.977693114999999,,,,,0.0,0.0,0.0,89.37224398644945,89.3202518770551,5.4600275,4.977137556666666,0.2498448776666669,128.85060197967763,1.0
