t,code,time_key,open,close,high,low,volume,turnover,pe_ratio,turnover_rate,last_close,holding,orderPlaced,index_ret,ma5,ma10,ma20,ma60,diff,dea,macd,macdThreshold,macdScore,slowkdScore,slowk,slowd,tp,matp,mean_dev,CCI,CCIScore,DailyReturn,CumulativeReturn
0,HK.MHImain,2020-07-18 00:57:00,25213.0,25210.0,25214.0,25208.0,24,605080.0,0.0,0.0,25210.0,0,,,,,,,,,,0.0,,0.0,,,25210.666666666668,,,,0.0,0.0,1.0
1,HK.MHImain,2020-07-18 01:00:00,25205.0,25202.0,25208.0,25201.0,69,1739114.0,0.0,0.0,25210.0,0,,-0.0003173343911145876,,,,,,,,,,,,,25203.666666666668,,,,,0.0,1.0
2,HK.MHImain,2020-07-18 01:03:00,25201.0,25202.0,25205.0,25197.0,56,1411205.0,0.0,0.0,25202.0,0,,0.0,,,,,,,,,,,,,25201.333333333332,,,,,0.0,1.0
3,HK.MHImain,2020-07-18 01:06:00,25203.0,25206.0,25210.0,25203.0,43,1083835.0,0.0,0.0,25202.0,0,,0.00015871756209828725,,,,,,,,,,,,,25206.333333333332,,,,,0.0,1.0
4,HK.MHImain,2020-07-18 01:09:00,25207.0,25208.0,25212.0,25206.0,17,428527.0,0.0,0.0,25206.0,0,,7.934618741578525e-05,25205.6,,,,,,,0.0,0.0,0.0,,,25208.666666666668,,,,,0.0,1.0
5,HK.MHImain,2020-07-18 01:12:00,25208.0,25207.0,25210.0,25207.0,17,428536.0,0.0,0.0,25208.0,0,,-3.966994604887031e-05,25205.0,,,,,,,0.0,0.0,0.0,,,25208.0,,,,,0.0,1.0
6,HK.MHImain,2020-07-18 01:15:00,25205.0,25206.0,25209.0,25205.0,19,478932.0,0.0,0.0,25207.0,0,,-3.967151981587591e-05,25205.8,,,,,,,0.0,0.0,0.0,,,25206.666666666668,,,,,0.0,1.0
7,HK.MHImain,2020-07-18 01:18:00,25204.0,25195.0,25210.0,25188.0,173,4359025.0,0.0,0.0,25206.0,0,,-0.0004364040307863748,25204.4,,,,,,,0.0,0.0,0.0,,,25197.666666666668,,,,,0.0,1.0
8,HK.MHImain,2020-07-18 01:21:00,25191.0,25193.0,25197.0,25190.0,33,831359.0,0.0,0.0,25195.0,0,,-7.938082952962944e-05,25201.8,,,,,,,0.0,0.0,0.0,,,25193.333333333332,,,,,0.0,1.0
9,HK.MHImain,2020-07-18 01:24:00,25191.0,25209.0,25209.0,25185.0,64,1612565.0,0.0,0.0,25193.0,0,,0.0006350970507680298,25202.0,25203.8,,,,,,0.0,0.0,0.0,,,25201.0,,,,,0.0,1.0
10,HK.MHImain,2020-07-18 01:27:00,25209.0,25210.0,25214.0,25208.0,41,1033656.0,0.0,0.0,25209.0,0,,3.9668372406653774e-05,25202.6,25203.8,,,,,,0.0,0.0,0.0,,,25210.666666666668,,,,,0.0,1.0
11,HK.MHImain,2020-07-18 01:30:00,25205.0,25201.0,25206.0,25196.0,53,1335715.0,0.0,0.0,25210.0,0,,-0.00035700119000392494,25201.6,25203.7,,,,,,0.0,0.0,0.0,,,25201.0,,,,,0.0,1.0
12,HK.MHImain,2020-07-18 01:33:00,25201.0,25191.0,25201.0,25191.0,29,730669.0,0.0,0.0,25201.0,0,,-0.00039680965041066774,25200.8,25202.6,,,,,,0.0,0.0,0.0,54.02298850574713,65.18485771359335,25194.333333333332,,,,,0.0,1.0
13,HK.MHImain,2020-07-18 01:36:00,25190.0,25186.0,25195.0,25183.0,79,1989930.0,0.0,0.0,25191.0,0,,-0.0001984835854075273,25199.4,25200.6,,,,,,0.0,0.0,0.0,28.513162773451985,53.09740589681265,25188.0,,,,,0.0,1.0
14,HK.MHImain,2020-07-18 01:39:00,25188.0,25181.0,25191.0,25181.0,36,906691.0,0.0,0.0,25186.0,0,,-0.0001985229889621687,25193.8,25197.9,,,,,,0.0,0.0,0.0,10.122358175750835,30.88616981831665,25184.333333333332,,,,,0.0,1.0
15,HK.MHImain,2020-07-18 01:42:00,25180.0,25180.0,25187.0,25177.0,50,1259024.0,0.0,0.0,25181.0,0,,-3.971248163292529e-05,25187.8,25195.2,,,,,,0.0,0.0,0.0,5.9285091543156065,14.854676701172808,25181.333333333332,,,,,0.0,1.0
16,HK.MHImain,2020-07-18 01:45:00,25180.0,25187.0,25187.0,25180.0,30,755504.0,0.0,0.0,25180.0,0,,0.00027799841143760773,25185.0,25193.3,,,,,,0.0,0.0,0.0,11.711711711711713,9.25419301392605,25184.666666666668,,,,,0.0,1.0
17,HK.MHImain,2020-07-18 01:48:00,25188.0,25187.0,25188.0,25180.0,23,579235.0,0.0,0.0,25187.0,0,,0.0,25184.2,25192.5,,,,,,0.0,0.0,0.0,20.72072072072072,12.786980528916013,25185.0,,,,,0.0,1.0
18,HK.MHImain,2020-07-18 01:51:00,25187.0,25190.0,25195.0,25186.0,26,654954.0,0.0,0.0,25187.0,0,,0.00011910906419987377,25185.0,25192.2,,,,,,0.0,0.0,0.0,29.72972972972973,20.72072072072072,25190.333333333332,,,,,0.0,1.0
19,HK.MHImain,2020-07-18 01:54:00,25193.0,25188.0,25197.0,25181.0,33,831208.0,0.0,0.0,25190.0,0,,-7.939658594680044e-05,25186.4,25190.1,25196.95,,,,,0.0,0.0,0.0,33.36439888164026,27.938283110696904,25188.666666666668,25197.283333333333,8.555000000000472,-67.14721735175915,,0.0,1.0
