t,code,time_key,open,close,high,low,volume,turnover,pe_ratio,turnover_rate,last_close,holding,orderPlaced,index_ret,ma5,ma10,ma20,ma60,diff,dea,macd,macdThreshold,macdScore,slowkdScore,slowk,slowd,tp,matp,mean_dev,CCI,CCIScore,DailyReturn,CumulativeReturn
173,HK.MHImain,2020-07-17 22:45:00,25123.0,25125.0,25138.0,25122.0,220,5528895.0,0.0,0.0,25125.0,-1,,0.0,25125.8,25145.3,25172.0,25179.016666666666,-37.97711326105491,-32.18650025825791,-11.581226005594004,25.42970534858151,0.0,0.0,15.476190476190432,14.184135914093616,25128.333333333332,25173.716666666634,26.916666666666607,-112.40454076359725,0.0,-0.0,0.9886947711412819
174,HK.MHImain,2020-07-17 22:50:00,25125.0,25134.0,25137.0,25117.0,172,4322228.0,0.0,0.0,25125.0,0,1.0,0.00035820895522387097,25125.0,25142.1,25169.2,25178.166666666668,-34.791798479218414,-33.054932998578074,-3.4737309612806797,25.42970534858151,0.0,0.0,23.809523809523764,18.11499564664111,25129.333333333332,25170.883333333302,28.52833333333656,-97.09645381776123,1.0,-0.00035820895522387097,0.9886947711412819
175,HK.MHImain,2020-07-17 22:55:00,25134.0,25137.0,25144.0,25132.0,208,5228814.0,0.0,0.0,25134.0,0,,0.0001193602291715834,25126.8,25140.3,25166.25,25177.616666666665,-31.308604015113815,-32.47282333742332,2.3284386446190126,25.42970534858151,0.0,0.0,28.571428571428527,22.619047619047517,25137.666666666668,25168.09999999997,29.066666666666787,-69.80122324151706,0.0,0.0,0.9883406118202761
176,HK.MHImain,2020-07-17 23:00:00,25138.0,25147.0,25151.0,25138.0,216,5431366.0,0.0,0.0,25137.0,0,,0.00039781994669207954,25133.6,25139.0,25163.15,25177.35,-25.757914833731775,-30.23452050285947,8.953211338255393,25.42970534858151,0.0,0.0,37.301587301587254,29.89417989417979,25145.333333333332,25165.049999999967,27.988333333330228,-46.964012783032445,0.0,0.0,0.9883406118202761
177,HK.MHImain,2020-07-17 23:05:00,25148.0,25149.0,25165.0,25146.0,406,10212853.0,0.0,0.0,25147.0,0,,7.95323497833067e-05,25138.4,25136.0,25159.2,25177.316666666666,-21.230482481863874,-27.23317449586094,12.005384027994133,25.42970534858151,0.0,0.0,50.147968792036544,38.67366155501738,25153.333333333332,25161.566666666633,25.46666666666697,-21.553228621206113,0.0,0.0,0.9883406118202761
178,HK.MHImain,2020-07-17 23:10:00,25148.0,25164.0,25164.0,25148.0,142,3572187.0,0.0,0.0,25149.0,0,,0.0005964451866873333,25146.2,25136.0,25156.05,25177.383333333335,-13.820053177318186,-22.76213405634669,17.884161758057004,25.42970534858151,0.0,0.0,71.38857029579594,52.94604212980652,25158.666666666668,25158.26666666663,22.16666666666697,1.2030075189107656,0.0,0.0,0.9883406118202761
179,HK.MHImain,2020-07-17 23:15:00,25164.0,25156.0,25167.0,25153.0,169,4252055.0,0.0,0.0,25164.0,0,,-0.00031791448100459974,25150.6,25137.8,25153.5,25177.416666666668,-11.120522630433697,-18.88159691437569,15.522148567883988,25.42970534858151,0.0,0.0,83.03102388740207,68.18918765841146,25158.666666666668,25154.7333333333,18.63333333333376,14.072748956590182,0.0,-0.0,0.9883406118202761
180,HK.MHImain,2020-07-17 23:20:00,25153.0,25149.0,25165.0,25148.0,197,4955638.0,0.0,0.0,25156.0,0,,-0.0002782636349181189,25153.0,25139.9,25150.85,25177.183333333334,-11.15932705220257,-16.307506960317983,10.296359816230826,25.42970534858151,0.0,0.0,82.29142450373489,78.90367289564422,25154.0,25152.049999999967,16.34000000000706,7.955936352642297,0.0,-0.0,0.9883406118202761
181,HK.MHImain,2020-07-17 23:25:00,25148.0,25158.0,25161.0,25148.0,115,2892999.0,0.0,0.0,25149.0,0,,0.00035786711201235555,25155.2,25144.4,25149.75,25176.8,-8.477105261237739,-13.69737306062457,10.44053559877366,25.42970534858151,0.0,0.0,76.8762198253723,80.732889405503,25155.666666666668,25150.549999999967,15.140000000007058,22.530456480400545,0.0,0.0,0.9883406118202761
182,HK.MHImain,2020-07-17 23:30:00,25158.0,25161.0,25163.0,25149.0,118,2968545.0,0.0,0.0,25158.0,0,,0.0001192463629859919,25157.6,25148.0,25148.9,25176.5,-5.797982184310968,-11.064242768520035,10.532521168418135,25.42970534858151,0.0,0.0,79.09090909090902,79.41951780667199,25157.666666666668,25149.616666666636,14.393333333339978,37.285780454044925,0.0,0.0,0.9883406118202761
