t,code,time_key,open,close,high,low,volume,turnover,pe_ratio,turnover_rate,last_close,holding,orderPlaced,index_ret,ma5,ma10,ma20,ma60,diff,dea,macd,macdThreshold,macdScore,slowkdScore,slowk,slowd,tp,matp,mean_dev,CCI,CCIScore,DailyReturn,CumulativeReturn
0,HK.MHImain,2020-06-29 15:30:00,24055.0,24125.0,24180.0,24025.0,6051,145857124.0,0.0,0.0,24053.0,0,,,,,,,,,,0.0,,0.0,,,24110.0,,,,0.0,0.0,1.0
1,HK.MHImain,2020-06-29 16:00:00,24127.0,24118.0,24147.0,24091.0,2710,65358706.0,0.0,0.0,24125.0,0,,-0.0002901554404145523,,,,,,,,,,,,,24118.666666666668,,,,,0.0,1.0
2,HK.MHImain,2020-06-29 16:30:00,24119.0,24049.0,24119.0,24038.0,4159,100117847.0,0.0,0.0,24118.0,0,,-0.002860933742433014,,,,,,,,,,,,,24068.666666666668,,,,,0.0,1.0
3,HK.MHImain,2020-06-29 17:45:00,24056.0,24129.0,24147.0,24056.0,1459,35194547.0,0.0,0.0,24049.0,0,,0.003326541644143255,,,,,,,,,,,,,24110.666666666668,,,,,0.0,1.0
4,HK.MHImain,2020-06-29 18:15:00,24132.0,24110.0,24145.0,24092.0,1010,24360110.0,0.0,0.0,24129.0,0,,-0.0007874342077996976,24106.2,,,,,,,0.0,0.0,0.0,,,24115.666666666668,,,,,0.0,1.0
5,HK.MHImain,2020-06-29 18:45:00,24109.0,24115.0,24141.0,24100.0,611,14739342.0,0.0,0.0,24110.0,0,,0.00020738282870169655,24104.2,,,,,,,0.0,0.0,0.0,,,24118.666666666668,,,,,0.0,1.0
6,HK.MHImain,2020-06-29 19:15:00,24119.0,24148.0,24160.0,24116.0,729,17600951.0,0.0,0.0,24115.0,0,,0.001368442877876852,24110.2,,,,,,,0.0,0.0,0.0,,,24141.333333333332,,,,,0.0,1.0
7,HK.MHImain,2020-06-29 19:45:00,24150.0,24156.0,24178.0,24142.0,694,16768795.0,0.0,0.0,24148.0,0,,0.00033129037601464795,24131.6,,,,,,,0.0,0.0,0.0,,,24158.666666666668,,,,,0.0,1.0
8,HK.MHImain,2020-06-29 20:15:00,24158.0,24196.0,24212.0,24149.0,1267,30651494.0,0.0,0.0,24156.0,0,,0.0016559032952474517,24145.0,,,,,,,0.0,0.0,0.0,,,24185.666666666668,,,,,0.0,1.0
9,HK.MHImain,2020-06-29 20:45:00,24197.0,24158.0,24207.0,24149.0,925,22362325.0,0.0,0.0,24196.0,0,,-0.0015705075219044629,24154.6,24130.4,,,,,,0.0,0.0,0.0,,,24171.333333333332,,,,,0.0,1.0
10,HK.MHImain,2020-06-29 21:15:00,24159.0,24152.0,24175.0,24135.0,929,22441553.0,0.0,0.0,24158.0,0,,-0.0002483649308717695,24162.0,24133.1,,,,,,0.0,0.0,0.0,,,24154.0,,,,,0.0,1.0
