,CCIParameters,CumulativeReturn,DailyWinRate,KLineSubType,MACDParameters,MaxDrawdown,Number of Orders,ProfitBeforeFee,SharpeRatio,Slippage,Symbol,Total Fee,slowKDParameters
0,"26,0.015,100,7",0.0011240842073598767,0.45643153526970953,K_15M,"5,35,5",0.0218056777869442,55,-24777.0,0.037474231186531023,-0.023529886588368246,HK.MHImain,583.0,"9,3,3"
