,CCIParameters,CumulativeReturn,DailyWinRate,KLineSubType,MACDParameters,MaxDrawdown,Number of Orders,ProfitBeforeFee,SharpeRatio,Slippage,Symbol,Total Fee,slowKDParameters
0,"26,0.015,100,7",-0.029149406909546816,0.5,K_60M,"5,35,5",0.051042057460440216,18,-716.0,-0.5094339451459571,-0.26648044692737427,HK.MHImain,190.79999999999998,"9,3,3"
