t,code,time_key,open,close,high,low,volume,turnover,pe_ratio,turnover_rate,last_close,holding,orderPlaced,index_ret,UpperBand,LowerBand,MiddleBand,diff,dea,macd,macdThreshold,macdScore,slowkdScore,slowk,slowd,tp,matp,mean_dev,CCI,CCIScore
0,HK.MHImain,2020-07-07 14:30:00,26229.0,26189.0,26234.0,26122.0,6241,163344490.0,0.0,0.0,26227.0,0,,,,,,,,,0.0,,0.0,,,26181.666666666668,,,,0.0
1,HK.MHImain,2020-07-07 15:00:00,26188.0,26163.0,26263.0,26147.0,4190,109808921.0,0.0,0.0,26189.0,0,,-0.0009927832296001693,,,,,,,,,,,,26191.0,,,,
2,HK.MHImain,2020-07-07 15:30:00,26162.0,26002.0,26177.0,25992.0,7712,201047497.0,0.0,0.0,26163.0,0,,-0.0061537285479493775,,,,,,,,,,,,26057.0,,,,
3,HK.MHImain,2020-07-07 16:00:00,26001.0,25973.0,26055.0,25931.0,6161,160145052.0,0.0,0.0,26002.0,0,,-0.00111529882316741,,,,,,,,,,,,25986.333333333332,,,,
4,HK.MHImain,2020-07-07 16:30:00,25973.0,25970.0,26049.0,25955.0,5086,132211809.0,0.0,0.0,25973.0,0,,-0.00011550456243025753,26251.818710107833,25866.98128989217,26059.4,,,,0.0,0.0,0.0,,,25991.333333333332,,,,
5,HK.MHImain,2020-07-07 17:45:00,25958.0,25926.0,25958.0,25874.0,2126,55081095.0,0.0,0.0,25970.0,0,,-0.001694262610704711,26170.37701550052,25843.22298449948,26006.8,,,,0.0,0.0,0.0,,,25919.333333333332,,,,
6,HK.MHImain,2020-07-07 18:15:00,25925.0,25938.0,25960.0,25906.0,931,24150135.0,0.0,0.0,25926.0,0,,0.0004628558204118338,26015.88733678096,25907.712663219037,25961.8,,,,0.0,0.0,0.0,,,25934.666666666668,,,,
7,HK.MHImain,2020-07-07 18:45:00,25937.0,25998.0,26027.0,25908.0,1482,38497907.0,0.0,0.0,25938.0,0,,0.0023132084200785386,26012.753260767757,25909.246739232243,25961.0,,,,0.0,0.0,0.0,,,25977.666666666668,,,,
8,HK.MHImain,2020-07-07 19:15:00,26002.0,26034.0,26042.0,25988.0,730,18988793.0,0.0,0.0,25998.0,0,,0.0013847219016847045,26052.13693685444,25894.26306314556,25973.2,,,,0.0,0.0,0.0,,,26021.333333333332,,,,
9,HK.MHImain,2020-07-07 19:45:00,26035.0,26063.0,26074.0,26022.0,1205,31391239.0,0.0,0.0,26034.0,0,,0.0011139279403855618,26098.055541030906,25885.544458969092,25991.8,,,,0.0,0.0,0.0,,,26053.0,,,,
10,HK.MHImain,2020-07-07 20:15:00,26065.0,26054.0,26068.0,26033.0,539,14040730.0,0.0,0.0,26063.0,0,,-0.0003453171162184354,26108.50521389784,25926.294786102164,26017.4,,,,0.0,0.0,0.0,,,26051.666666666668,,,,
11,HK.MHImain,2020-07-07 20:45:00,26047.0,26030.0,26050.0,26003.0,673,17514976.0,0.0,0.0,26054.0,0,,-0.0009211637368542469,26080.849306321597,25990.7506936784,26035.8,,,,0.0,0.0,0.0,,,26027.666666666668,,,,
12,HK.MHImain,2020-07-07 21:15:00,26029.0,26058.0,26068.0,26026.0,590,15369453.0,0.0,0.0,26030.0,0,,0.001075681905493564,26074.345056043327,26021.254943956672,26047.8,,,,0.0,0.0,0.0,76.46864686468648,62.724573742721326,26050.666666666668,,,,
13,HK.MHImain,2020-07-07 21:45:00,26060.0,26085.0,26121.0,26033.0,2351,61317229.0,0.0,0.0,26058.0,0,,0.0010361501266404893,26093.259041390957,26022.740958609043,26058.0,,,,0.0,0.0,0.0,85.1417004048583,74.53590007273574,26079.666666666668,,,,
14,HK.MHImain,2020-07-07 22:15:00,26085.0,26212.0,26219.0,26084.0,2699,70566033.0,0.0,0.0,26085.0,0,,0.004868698485719802,26216.811007282915,25958.788992717084,26087.8,,,,0.0,0.0,0.0,91.72955982977844,84.4466356997744,26171.666666666668,,,,
15,HK.MHImain,2020-07-07 22:45:00,26215.0,26145.0,26222.0,26141.0,2000,52373255.0,0.0,0.0,26212.0,0,,-0.002556081184190484,26236.4699199053,25975.5300800947,26106.0,,,,0.0,0.0,0.0,86.22212883190157,87.69779635551276,26169.333333333332,,,,
16,HK.MHImain,2020-07-07 23:15:00,26142.0,26190.0,26203.0,26112.0,1758,45987881.0,0.0,0.0,26145.0,0,,0.001721170395869276,26256.111811433468,26019.888188566532,26138.0,,,,0.0,0.0,0.0,86.52202386863871,88.1579041767729,26168.333333333332,,,,
17,HK.MHImain,2020-07-07 23:45:00,26193.0,26165.0,26226.0,26157.0,1244,32586531.0,0.0,0.0,26190.0,0,,-0.0009545628102328729,26246.473302448427,26072.326697551576,26159.4,,,,0.0,0.0,0.0,78.14941108048988,83.63118792701005,26182.666666666668,,,,
18,HK.MHImain,2020-07-08 00:15:00,26162.0,26119.0,26183.0,26117.0,1026,26826507.0,0.0,0.0,26165.0,0,,-0.0017580737626600174,26231.577672027775,26100.822327972226,26166.2,,,,0.0,0.0,0.0,70.32948781827706,78.33364092246855,26139.666666666668,,,,
19,HK.MHImain,2020-07-08 00:45:00,26117.0,26101.0,26133.0,26098.0,673,17576594.0,0.0,0.0,26119.0,0,,-0.0006891534897967011,26207.447616187725,26080.552383812275,26144.0,,,,0.0,0.0,0.0,56.203288490284,68.22739579635031,26110.666666666668,,,,
20,HK.MHImain,2020-07-08 01:15:00,26103.0,26112.0,26125.0,26092.0,434,11331187.0,0.0,0.0,26101.0,0,,0.00042143979157893696,26205.735642235602,26069.0643577644,26137.4,,,,0.0,0.0,0.0,46.32137518684603,57.618050498469024,26109.666666666668,,,,
21,HK.MHImain,2020-07-08 01:45:00,26110.0,26140.0,26143.0,26109.0,337,8804375.0,0.0,0.0,26112.0,0,,0.0010723039215685404,26172.806607445968,26081.993392554035,26127.4,,,,0.0,0.0,0.0,47.46220094952639,49.99562154221881,26130.666666666668,,,,
22,HK.MHImain,2020-07-08 02:15:00,26143.0,26131.0,26153.0,26113.0,197,5148531.0,0.0,0.0,26140.0,0,,-0.00034429992348894434,26148.09836359357,26093.101636406427,26120.6,,,,0.0,0.0,0.0,43.84633535235593,45.876637162909454,26132.333333333332,,,,
23,HK.MHImain,2020-07-08 02:45:00,26132.0,26066.0,26132.0,26055.0,420,10955940.0,0.0,0.0,26131.0,0,,-0.0024874669932264393,26161.86135362584,26058.13864637416,26110.0,,,,0.0,0.0,0.0,31.65725153169316,40.988595944525166,26084.333333333332,,,,
24,HK.MHImain,2020-07-08 03:00:00,26067.0,26066.0,26072.0,26049.0,247,6437242.0,0.0,0.0,26066.0,0,,0.0,26166.06821703445,26039.93178296555,26103.0,,,,0.0,0.0,0.0,16.378619953772915,30.627402279274005,26062.333333333332,,,,
25,HK.MHImain,2020-07-08 09:45:00,26108.0,26147.0,26328.0,26092.0,19927,522255071.0,0.0,0.0,26066.0,0,,0.0031074963554054147,26182.564454107396,26037.435545892604,26110.0,,,,0.0,0.0,0.0,17.05423878023227,21.696703421899453,26189.0,26083.60256410257,67.24358974358984,104.49316809659406,
26,HK.MHImain,2020-07-08 10:15:00,26145.0,26053.0,26160.0,25877.0,19415,505195979.0,0.0,0.0,26147.0,0,,-0.0035950587065437523,26169.630902894263,26015.569097105734,26092.6,,,,0.0,0.0,0.0,27.91811934886252,20.45032602762257,26030.0,26077.76923076924,65.23076923076937,-48.8207547169919,0.0
27,HK.MHImain,2020-07-08 10:45:00,26052.0,26095.0,26115.0,25954.0,9427,245342378.0,0.0,0.0,26053.0,0,,0.0016120984147698358,26152.86376805113,26017.936231948872,26085.4,,,,0.0,0.0,0.0,40.82895569913666,28.60043794274382,26054.666666666668,26072.525641025648,61.36094674556276,-19.403192971183525,0.0
28,HK.MHImain,2020-07-08 11:15:00,26093.0,26160.0,26191.0,26078.0,6557,171352818.0,0.0,0.0,26095.0,0,,0.002490898639586181,26189.573532197435,26018.826467802566,26104.2,,,,0.0,0.0,0.0,50.03695491500369,39.59467665433429,26143.0,26075.83333333334,63.47435897435907,70.54467111020695,0.0
29,HK.MHImain,2020-07-08 11:45:00,26159.0,26115.0,26160.0,26075.0,4145,108226827.0,0.0,0.0,26160.0,0,,-0.0017201834862384802,26190.35705599416,26037.64294400584,26114.0,,,,0.0,0.0,0.0,54.619364375461934,48.49509166320076,26116.666666666668,26080.84615384616,61.30769230769231,38.951624146098375,0.0
30,HK.MHImain,2020-07-08 12:00:00,26115.0,26085.0,26118.0,26077.0,1005,26221778.0,0.0,0.0,26115.0,0,,-0.0011487650775416913,26172.430501904462,26030.769498095535,26101.6,,,,0.0,0.0,0.0,53.88026607538802,52.84552845528455,26093.333333333332,26084.769230769234,58.07692307692308,9.830757910222863,0.0
31,HK.MHImain,2020-07-08 13:30:00,26050.0,26030.0,26167.0,26008.0,7085,184833152.0,0.0,0.0,26085.0,0,,-0.002108491470193652,26181.52218643646,26012.47781356354,26097.0,,,,0.0,0.0,0.0,44.2719881744272,50.92387287509239,26068.333333333332,26090.500000000004,52.34615384615385,-28.230875989882904,0.0
32,HK.MHImain,2020-07-08 14:00:00,26028.0,26046.0,26089.0,25975.0,6605,171960348.0,0.0,0.0,26030.0,0,,0.0006146753745677191,26181.207659262727,25993.192340737274,26087.2,,,,0.0,0.0,0.0,39.172209903917214,45.77482138457748,26036.666666666668,26094.42307692308,48.50690335305766,-79.37895607151498,0.0
33,HK.MHImain,2020-07-08 14:30:00,26045.0,26059.0,26065.0,25930.0,6959,180948538.0,0.0,0.0,26046.0,-1,-1.0,0.000499116946939937,26127.013331851387,26006.986668148613,26067.0,,,,0.0,0.0,0.0,37.25055432372505,40.23158413402316,26018.0,26095.974358974367,47.07495069033603,-110.42583204146108,-1.0
34,HK.MHImain,2020-07-08 15:00:00,26062.0,26099.0,26173.0,26056.0,7758,202582335.0,0.0,0.0,26059.0,-1,,0.0015349783184313015,26114.165067262373,26013.434932737626,26063.8,,,,0.0,0.0,0.0,49.509229313485946,41.97733118037607,26109.333333333332,26099.35897435898,44.717948717948765,14.87003058102945,0.0
