,CCIParameters,CumulativeReturn,DailyWinRate,KLineSubType,MACDParameters,MaxDrawdown,Number of Orders,ProfitBeforeFee,SharpeRatio,Slippage,Symbol,Total Fee,slowKDParameters
0,"26,0.015,100,7",-0.012532204527583413,0.5038167938931297,K_30M,"5,35,5",0.023406521856142115,23,-25142.0,-0.3639347491111943,-0.009696921485959747,HK.MHImain,243.79999999999998,"9,3,3"
