,power,total_assets,cash,market_val,frozen_cash,avl_withdrawal_cash,currency,available_funds,unrealized_pl,realized_pl,risk_level,initial_margin,maintenance_margin,hk_cash,hk_avl_withdrawal_cash,us_cash,us_avl_withdrawal_cash
0,0.17501,31080.01,0.01,31080.0,0.0,0.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
