,CCIParameters,CumulativeReturn,DailyWinRate,KLineSubType,MACDParameters,MaxDrawdown,Number of Orders,ProfitBeforeFee,SharpeRatio,Slippage,Symbol,Total Fee,slowKDParameters
0,"26,0.015,100,7",0.024163368334197077,0.5022222222222222,K_30M,"5,35,5",0.020019669878388657,45,-24198.0,0.48450630297826813,-0.0197123729233821,HK.MHImain,477.0,"9,3,3"
