,CCIParameters,CumulativeReturn,DailyWinRate,KLineSubType,MACDParameters,MaxDrawdown,Number of Orders,ProfitBeforeFee,SharpeRatio,Slippage,Symbol,Total Fee,slowKDParameters
0,"26,0.015,100,7",-0.005416701340358876,0.45041322314049587,K_15M,"5,35,5",0.021805677786943867,54,-119.0,-0.11727952304346523,-4.810084033613445,HK.MHImain,572.4,"9,3,3"
