t,code,time_key,open,close,high,low,volume,turnover,pe_ratio,turnover_rate,last_close,holding,orderPlaced,index_ret,ma5,ma10,ma20,ma60,diff,dea,macd,macdThreshold,macdScore,slowkdScore,slowk,slowd,tp,matp,mean_dev,CCI,CCIScore
0,HK.00941,2020-07-14 11:55:00,54.0,54.0,54.05,54.0,256000,13825925.0,0.0,0.0,54.0,0,,,,,,,,,,0.0,,0.0,,,54.01666666666667,,,,0.0
1,HK.00941,2020-07-14 12:00:00,54.05,54.15,54.2,54.0,158000,8549275.0,0.0,0.0,54.0,0,,0.002777777777777768,,,,,,,,,,,,,54.11666666666667,,,,
2,HK.00941,2020-07-14 13:05:00,54.1,54.15,54.3,54.0,338000,18308625.0,0.0,0.0,54.15,0,,0.0,,,,,,,,,,,,,54.15,,,,
3,HK.00941,2020-07-14 13:10:00,54.15,54.3,54.3,54.15,124500,6748975.0,0.0,0.0,54.15,0,,0.0027700831024930483,,,,,,,,,,,,,54.25,,,,
4,HK.00941,2020-07-14 13:15:00,54.3,54.15,54.3,54.15,164000,8896150.0,0.0,0.0,54.3,0,,-0.0027624309392264568,54.15,,,,,,,0.0,0.0,0.0,,,54.199999999999996,,,,
5,HK.00941,2020-07-14 13:20:00,54.2,54.25,54.3,54.2,127000,6887025.0,0.0,0.0,54.15,0,,0.001846722068328699,54.2,,,,,,,0.0,0.0,0.0,,,54.25,,,,
6,HK.00941,2020-07-14 13:25:00,54.3,54.35,54.35,54.3,61500,3339550.0,0.0,0.0,54.25,0,,0.0018433179723502668,54.239999999999995,,,,,,,0.0,0.0,0.0,,,54.333333333333336,,,,
7,HK.00941,2020-07-14 13:30:00,54.3,54.4,54.45,54.25,171000,9292925.0,0.0,0.0,54.35,0,,0.0009199632014718073,54.29,,,,,,,0.0,0.0,0.0,,,54.36666666666667,,,,
8,HK.00941,2020-07-14 13:35:00,54.45,54.55,54.65,54.45,286500,15618150.0,0.0,0.0,54.4,0,,0.0027573529411764053,54.339999999999996,,,,,,,0.0,0.0,0.0,,,54.54999999999999,,,,
9,HK.00941,2020-07-14 13:40:00,54.55,54.65,54.75,54.5,206000,11255300.0,0.0,0.0,54.55,0,,0.0018331805682860747,54.44,54.295,,,,,,0.0,0.0,0.0,,,54.63333333333333,,,,
10,HK.00941,2020-07-14 13:45:00,54.65,54.55,54.7,54.55,197500,10784650.0,0.0,0.0,54.65,0,,-0.0018298261665141702,54.5,54.35,,,,,,0.0,0.0,0.0,,,54.6,,,,
