,CCIParameters,CumulativeReturn,DailyWinRate,KLineSubType,MACDParameters,MaxDrawdown,Number of Orders,ProfitBeforeFee,SharpeRatio,Slippage,Symbol,Total Fee,slowKDParameters
0,"26,0.015,100,7",0.03528710554566494,0.5736434108527132,K_30M,"5,35,5",0.01035450341856703,23,-23922.0,1.1746659157882555,-0.01019145556391606,HK.MHImain,243.79999999999998,"9,3,3"
